NIT;ID_CLIENTE_ONYX;NOMBRE_CLIENTE;ID_ATENCION_ONYX;ATENCION;PRIORIDAD_ATENCION;ESTADO_ATENCION;ORIGEN_ATENCION;DESCRIPCION;RESUMEN;RESOLUCION_1;RESOLUCION_2;RESOLUCION_3;RESOLUCION_4;USUARIO_INSERTADO;GRUPO_INSERTADO;USUARIO_ASIGNADO;GRUPO_ASIGNADO;USUARIO_SOLUCION;GRUPO_SOLUCION;USUARIO_CERRADO;GRUPO_CERRADO;ID_ENLACE;SERVICIO;PRODUCTO;FAMILIA;FECHA_CREACION;FECHA_INGRESO_ESTADO;DT_AJUSTADO;MAYOR_INCIDENT;GRUPO_OBJETIVO;SEGMENTO;CIUDAD;PALABRA_CLAVE;NIT_SIN_COD_Calc;SISTEMA_Calc;Consecutivo_Calc;Clasif_Por_Servicio_Calc;Clasif_Por_Cliente_Calc;SLA_Calc;Reclasificacion_atencion_Calc;Tiempo_Horas_SLA_Calc;Cumplimiento_Calc;Nueva_Prioridad_Calc;Meta_Individual_Calc;Meta_Presidencia_Calc;Meta_IFI_Calc;3G_Calc;TMX_Minutos_Calc;TMX_Calc;Reincidencia_Calc;Recurrencia_Calc;RESPONSABILIDAD;LLAVE_GENERAL_Calc;LLAVE_Reincidencia_Calc;Reclasificacion_Reinc_Calc;FCR;Cluster_Actual_Calc;Celula_Comercial_Calc;Clasif_Por_IVR_Calc;TIPO TICKET;DT_CONCILIADO;CONTACTO DESTINO;TICKET_CARRIER;ALIAS ENLACE;FECHA_SOLUCION;TIEMPO INCIDENTE;RANGO HORA;TICKET_MAXIMO;REGIONAL;DIRECTOR;PN;G_SEGMENTO;G_Clasif_Por_IVR_Calc;NODO;Agrupacion_Especiales;Interno / Externo;VENDOR;Numero_CUN;TIPOSERVICIO;SUBTIPO
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1649385;Incident;2 - High;Closed;3 - Evento;"XZPC015 + SW 	ZAC-MAN.MA?NIZALES-CP?1 + PUERTO 	1/1/6 + ERRORES CRC EN INT WAN+ MANIZALES + A9KDOSQUEBRADAS +  XZPC015 - MANIZALES HOMECENTER";;incident;failure;Conectividad Limitada;fibra - patchcord/pigtail;ECF7044B;;ECF4534C;EYN - NOC Clientes Especiales;ECF4534C;EYN - NOC Clientes Especiales;Lina Carolina Castro Aldana;EYN - NOC Clientes Especiales;;Empresas ? Intranet;;Resolved Successfully;13/07/2022;14/07/2022;0,883333333;;;ESTRATEGICA;;;860032909;SM;40445;Empresas;CE;6;Incidente;0,883333333;Cumple;Prioridad 2;;;;NO;0;;No Aplica;No Aplica;Claro;IM1649385;incidentfailureConectividad Limitadafibra - patchcord/pigtail;Error Proceso;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;14,6075;1069713349;;;;;;;;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1648852;Incident;1 - Critical;Closed;3 - Evento;ACR0414 - CARTAGENA MEGA TIENDAS CRESPO;;incident;failure;Conectividad Limitada;Instalaciones - Energ¡a;ECF4534C;;ECF4534C;EYN - NOC Clientes Especiales;ECF4534C;EYN - NOC Clientes Especiales;Lina Carolina Castro Aldana;EYN - NOC Clientes Especiales;acr0414;Empresas ? Extranet;;Resolved Successfully;13/07/2022;13/07/2022;0,124444444;;;ESTRATEGICA;Tocancip ;acr0414_bosque_gigabitethernet0/0/3.2018;860032909;SM;40444;Empresas;CE;4;Incidente;0,124444444;Cumple;Prioridad 1;;;;NO;0;;No Aplica;NO;Cliente;IM1648852acr0414;acr0414incidentfailureConectividad LimitadaInstalaciones - Energ¡a;Cliente Energ¡a;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;1,382222222;860032909-7;;;;;;;R4. CENTRO;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos MPLS
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1648687;Incident;1 - Critical;Closed;3 - Evento;RRO0382 - JAMUNDI VALLE DEL CAUCA CARIBE;;incident;failure;Conectividad Limitada;Hardware - Desconectado/Mal Conectado (Servicio Caido);ECF4534C;;ECF4534C;EYN - NOC Clientes Especiales;ECF4534C;EYN - NOC Clientes Especiales;Lina Carolina Castro Aldana;EYN - NOC Clientes Especiales;rro0382;Empresas ? Extranet;;Resolved Successfully;13/07/2022;13/07/2022;0,069722222;;;ESTRATEGICA;Bogot ;rro0382_a9kcalicentro_gigabitethernet0/0/1/5.88956;860032909;SM;40443;Empresas;CE;4;Incidente;0,069722222;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Cliente;IM1648687rro0382;rro0382incidentfailureConectividad LimitadaHardware - Desconectado/Mal Conectado (Servicio Caido);Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;2,949444444;860032909-8;;;;;;;R4. CENTRO;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos MPLS
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1648500;Incident;1 - Critical;Closed;3 - Evento;XZPC015 - MANIZALES HOMECENTER;;incident;failure;Conectividad Limitada;M¢vil ? Software/Aplicaci¢n Error Configuraci¢n;ECF4534C;;ECF4534C;EYN - NOC Clientes Especiales;ECF4534C;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;xzpc015;Empresas ? Intranet;;Resolved Successfully;13/07/2022;13/07/2022;0,111944444;;;ESTRATEGICA;Manizales;xzpc015;860032909;SM;40442;Empresas;CE;4;Incidente;0,111944444;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1648500xzpc015;xzpc015incidentfailureConectividad LimitadaM¢vil ? Software/Aplicaci¢n Error Configuraci¢n;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;5,828055556;860032909-0;;;;;;INC6782797;R2. NORTE;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;MPLS TRANSACCIONAL
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1648247;Incident;1 - Critical;Closed;3 - Evento;"RRM0036  + SW MDUITAMA + PUERTO 	Fa1/0/17 + CAÖDA + DUITAMA + A9KARANDA +  RRM0036 - DUITAMA AUTO PARAÖSO CREDIBANCO S.A";;incident;failure;Conectividad Limitada;Hardware - Da¤ado (Cliente);ECF7044B;;ECF4534C;EYN - NOC Clientes Especiales;ECF4534C;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;rrm0036;Empresas ? Intranet;;Diagnosed Successfully;12/07/2022;13/07/2022;0,077777778;;;ESTRATEGICA;Tocancip ;rrm0036_a9karanda_gigabitethernet0/0/1/3.155;860032909;SM;40441;Empresas;CE;4;Incidente;0,077777778;Cumple;Prioridad 1;;;;NO;0;;NO;SI;Cliente;IM1648247rrm0036;rrm0036incidentfailureConectividad LimitadaHardware - Da¤ado (Cliente);Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;16,46611111;1069713349;;;;;;INC6783047;R4. CENTRO;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;Puertos MPLS
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1647236;Incident;1 - Critical;Closed;3 - Evento;RRM0101 - BARRANQUILLA OLIMPICA STO 3;;incident;failure;Conectividad Limitada;Fibra - atenuada;ECF4534C;;ECF4534C;EYN - NOC Clientes Especiales;ECF4534C;EYN - NOC Clientes Especiales;Lina Carolina Castro Aldana;EYN - NOC Clientes Especiales;rrm0101;Empresas ? Extranet;;Resolved Successfully;12/07/2022;13/07/2022;0,083333333;;;ESTRATEGICA;Tocancip ;rrm0101_a9kbqwtc_gigabitethernet0/1/0/4.142;860032909;SM;40440;Empresas;CE;4;Incidente;0,083333333;Cumple;Prioridad 1;;;;NO;0;;SI;SI;Claro;IM1647236rrm0101;rrm0101incidentfailureConectividad LimitadaFibra - atenuada;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;8,568888889;860032909-7;;;;;;INC6776931;R4. CENTRO;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;Puertos MPLS
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1647179;Incident;1 - Critical;Closed;3 - Evento;ACR0186 - BOGOTA STO 457 PALATINO;;incident;failure;Conectividad Limitada;Hardware - Desconectado/Mal Conectado;EC0476F;;ECF4534C;EYN - NOC Clientes Especiales;ECF4534C;EYN - NOC Clientes Especiales;Lina Carolina Castro Aldana;EYN - NOC Clientes Especiales;ACR0186;Empresas ? Intranet;;Resolved Successfully;12/07/2022;12/07/2022;0,031666667;;;ESTRATEGICA;Tocancip ;ACR0186;860032909;SM;40439;Empresas;CE;4;Incidente;0,031666667;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Cliente;IM1647179ACR0186;ACR0186incidentfailureConectividad LimitadaHardware - Desconectado/Mal Conectado;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;6,051111111;1069713349;;;;;;INC6776161;R4. CENTRO;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;MPLS TRANSACCIONAL
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1646923;Incident;1 - Critical;Closed;3 - Evento;"RRM0064 + SW MERMITA+ PUERTO FA6/12+ CAÖDA + CALI+ A9KFLORA + 	RRM0064 - CALI STO 573 CRISTALES";;incident;failure;Conectividad Limitada;Fibra - Ruptura;ECF7044B;;ECF4534C;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;rrm0064;Empresas ? Intranet;;Resolved Successfully;11/07/2022;12/07/2022;0,077222222;;;ESTRATEGICA;Tocancip ;rrm0064_a9kermita_gigabitethernet0/0/1/0.388;860032909;SM;40438;Empresas;CE;4;Incidente;0,077222222;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1646923rrm0064;rrm0064incidentfailureConectividad LimitadaFibra - Ruptura;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;24,84472222;1069713349;;;;;;INC6776238;R4. CENTRO;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;Puertos MPLS
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1646769;Incident;1 - Critical;Closed;3 - Evento;RRO0399 + SW ZAC-BOG.VE?NECIA-CP2  + PUERTO gei_1/6/14 + CAÖDA + BOGOTA + A9KORTEZAL2 +  RRO0399 - BOGOTA LIDER AZUCENA;;incident;failure;Conectividad Limitada;Hardware - Bloqueado;ECF7044B;;ECF4534C;EYN - NOC Clientes Especiales;ECF4534C;EYN - NOC Clientes Especiales;Lina Carolina Castro Aldana;EYN - NOC Clientes Especiales;rro0399;Empresas ? Intranet;;Resolved Successfully;11/07/2022;12/07/2022;0,317777778;;;ESTRATEGICA;Bogot ;rro0399_zac-bog.venecia-cp2_gei_1/6/14;860032909;SM;40437;Empresas;CE;4;Incidente;0,317777778;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Cliente;IM1646769rro0399;rro0399incidentfailureConectividad LimitadaHardware - Bloqueado;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;0,933333333;1069713349;;;;;;;R4. CENTRO;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1646544;Incident;1 - Critical;Closed;3 - Evento;RRO0357 - CARTAGENA HOMECENTER SAN FERNANDO;;incident;failure;Conectividad Limitada;Hardware - Desconectado/Mal Conectado;ECF4534C;;ECF4534C;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;rro0357;Empresas ? Extranet;;Diagnosed Successfully;11/07/2022;11/07/2022;0,053888889;;;ESTRATEGICA;Bogot ;rro0357_zac-car.socorro-cp1_gpon-onu_1/1/1:39;860032909;SM;40436;Empresas;CE;4;Incidente;0,053888889;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Cliente;IM1646544rro0357;rro0357incidentfailureConectividad LimitadaHardware - Desconectado/Mal Conectado;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;0,200277778;860032909-7;;;;;;;R4. CENTRO;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1646516;Incident;1 - Critical;Closed;3 - Evento;RRM0247 - IBAGUE CREDIBANCO ALMACENES VENDEMAS;;incident;failure;Conectividad Limitada;Hardware - Desconectado/Mal Conectado;ECF4534C;;ECF4534C;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;rrm0247;Empresas ? Extranet;;Diagnosed Successfully;11/07/2022;11/07/2022;0,069444444;;;ESTRATEGICA;Tocancip ;rrm0247_mibague_fastethernet2/0/4;860032909;SM;40435;Empresas;CE;4;Incidente;0,069444444;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Cliente;IM1646516rrm0247;rrm0247incidentfailureConectividad LimitadaHardware - Desconectado/Mal Conectado;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;0,856666667;860032909-0;;;;;;;R4. CENTRO;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos METRO
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1646473;Incident;1 - Critical;Closed;3 - Evento;RRM0071 - GIRARDOT SAO 421 GIRARDOT;;incident;failure;Conectividad Limitada;Hardware - Desconectado/Mal Conectado;ECF4534C;;ECF4534C;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;rrm0071;Empresas ? Extranet;;Diagnosed Successfully;11/07/2022;11/07/2022;0,063055556;;;ESTRATEGICA;Tocancip ;rrm0071_a9kgirardot_gigabitethernet0/0/0/4.33;860032909;SM;40434;Empresas;CE;4;Incidente;0,063055556;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Cliente;IM1646473rrm0071;rrm0071incidentfailureConectividad LimitadaHardware - Desconectado/Mal Conectado;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;4,394166667;860032909-7;;;;;;;R4. CENTRO;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos MPLS
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1646426;Incident;1 - Critical;Closed;3 - Evento;RRM0101 - BARRANQUILLA OLIMPICA STO 30;;incident;failure;Conectividad Limitada;Fibra - Ruptura;ECF4534C;;ECF4534C;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;rrm0101;Empresas ? Extranet;;Diagnosed Successfully;11/07/2022;11/07/2022;0,1825;;;ESTRATEGICA;Tocancip ;rrm0101_a9kbqwtc_gigabitethernet0/1/0/4.142;860032909;SM;40433;Empresas;CE;4;Incidente;0,1825;Cumple;Prioridad 1;;;;NO;0;;NO;SI;Cliente;IM1646426rrm0101;rrm0101incidentfailureConectividad LimitadaFibra - Ruptura;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;4,711111111;860032909-7;;;;;;INC6771912;R4. CENTRO;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;Puertos MPLS
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1645635;Incident;1 - Critical;Closed;3 - Evento;RRM0146-COM_CTG_MEGATIENDASBAZURTO - Enlace ca¡do;;incident;Datos;Datos o archivo incorrecto;Instalaciones - Energ¡a;EIK6498A;;ECF4534C;EYN - NOC Clientes Especiales;ECF4534C;EYN - NOC Clientes Especiales;Lina Carolina Castro Aldana;EYN - NOC Clientes Especiales;RRM0146;Empresas ? Extranet;;Resolved Successfully;10/07/2022;11/07/2022;0,013611111;;;ESTRATEGICA;Tocancip ;RRM0146;860032909;SM;40432;Empresas;CE;4;Incidente;0,013611111;Cumple;Prioridad 1;;;;NO;0;;No Aplica;NO;Cliente;IM1645635RRM0146;RRM0146incidentDatosDatos o archivo incorrectoInstalaciones - Energ¡a;Cliente Energ¡a;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;3,15;860032909-8;;;;;;;R4. CENTRO;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;IP DATA EXTRANET DOMESTIC
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1645471;Incident;1 - Critical;Closed;3 - Evento;RRO0191 - ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO -CALI - ENLACE ALARMADO;;incident;failure;Conectividad Limitada;Fibra - Ruptura;ECM8605L;;ECF4534C;EYN - NOC Clientes Especiales;ECF4534C;EYN - NOC Clientes Especiales;Lina Carolina Castro Aldana;EYN - NOC Clientes Especiales;RRO0191;Empresas ? Intranet;;Resolved Successfully;10/07/2022;11/07/2022;0,034166667;;;ESTRATEGICA;Tocancip ;RRO0191;860032909;SM;40431;Empresas;CE;4;Incidente;0,034166667;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1645471RRO0191;RRO0191incidentfailureConectividad LimitadaFibra - Ruptura;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;3,847777778;1069713349;;;;;;INC6765870;R4. CENTRO;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;MPLS TRANSACCIONAL
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1645441;Incident;1 - Critical;Closed;3 - Evento;RRO0269 - BUCARAMANGA PANORAMA CENTR;;incident;failure;Conectividad Limitada;M¢vil ? Software/Aplicaci¢n Error Configuraci¢n;ECF4534C;;ECF4534C;EYN - NOC Clientes Especiales;ECF4534C;EYN - NOC Clientes Especiales;Lina Carolina Castro Aldana;EYN - NOC Clientes Especiales;rro0269;Empresas ? Extranet;;Resolved Successfully;10/07/2022;11/07/2022;0,180277778;;;ESTRATEGICA;Bucaramanga;rro0269_zac-buc.parauco-cp1_gei_1/12/11;860032909;SM;40430;Empresas;CE;4;Incidente;0,180277778;Cumple;Prioridad 1;;;;NO;0;;NO;SI;Claro;IM1645441rro0269;rro0269incidentfailureConectividad LimitadaM¢vil ? Software/Aplicaci¢n Error Configuraci¢n;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;16,26666667;860032909-0;;;;;;;R5. ORIENTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1645276;Incident;1 - Critical;Closed;3 - Evento;"CRT0049 - SINCELEJO RED ADMINISTRATIVA	SINCELEJO	ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO	10/07/2022 4:11:55";;incident;failure;Conectividad Limitada;Instalaciones - Energ¡a;EC7297S;;ECF4534C;EYN - NOC Clientes Especiales;ECF4534C;EYN - NOC Clientes Especiales;Lina Carolina Castro Aldana;EYN - NOC Clientes Especiales;crt0049;Empresas ? Intranet;;Resolved Successfully;10/07/2022;11/07/2022;0,678333333;;;ESTRATEGICA;Sincelejo;crt0049;860032909;SM;40429;Empresas;CE;4;Incidente;0,678333333;Cumple;Prioridad 1;;;;NO;0;;No Aplica;NO;Cliente;IM1645276crt0049;crt0049incidentfailureConectividad LimitadaInstalaciones - Energ¡a;Cliente Energ¡a;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;5,666666667;1069713349;;;;;;;R1. COSTA;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;MPLS INTRANET DOMESTIC
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1644886;Incident;1 - Critical;Closed;3 - Evento;RRO0263 - CARTAGENA MEGATIENDAS EXPRESS PEDRO HEREDIA;;incident;failure;Conectividad Limitada;software/aplicaci¢n - bloqueado Servicio caido;ECF4534C;;ECF4534C;EYN - NOC Clientes Especiales;ECF4534C;EYN - NOC Clientes Especiales;Lina Carolina Castro Aldana;EYN - NOC Clientes Especiales;rro0263;Empresas ? Extranet;;Resolved Successfully;9/07/2022;11/07/2022;0,098333333;;;ESTRATEGICA;Cartagena;rro0263_bosque_gigabitethernet0/0/3.999953;860032909;SM;40428;Empresas;CE;4;Incidente;0,098333333;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1644886rro0263;rro0263incidentfailureConectividad Limitadasoftware/aplicaci¢n - bloqueado Servicio caido;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;20,30805556;860032909-0;;;;;;;R1. COSTA;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos MPLS
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1644744;Incident;1 - Critical;Closed;3 - Evento;RRM0101 - BARRANQUILLA OLIMPICA STO 30;;incident;failure;Conectividad Limitada;Fibra - atenuada;ECF4534C;;ECF4534C;EYN - NOC Clientes Especiales;ECF4534C;EYN - NOC Clientes Especiales;Lina Carolina Castro Aldana;EYN - NOC Clientes Especiales;rrm0101;Empresas ? Extranet;;Resolved Successfully;9/07/2022;11/07/2022;0,132777778;;;ESTRATEGICA;Tocancip ;rrm0101_a9kbqwtc_gigabitethernet0/1/0/4.142;860032909;SM;40427;Empresas;CE;4;Incidente;0,132777778;Cumple;Prioridad 1;;;;NO;0;;SI;SI;Claro;IM1644744rrm0101;rrm0101incidentfailureConectividad LimitadaFibra - atenuada;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;29,91666667;7691963;;;;;;INC6764733;R4. CENTRO;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;Puertos MPLS
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1644564;Incident;1 - Critical;Closed;3 - Evento;RRC0023//CREDIBANCO S.A.//CAIDA;;incident;failure;Conectividad Limitada;Instalaciones - Energ¡a;ECF6711C;;ECF4534C;EYN - NOC Clientes Especiales;ECF4534C;EYN - NOC Clientes Especiales;Lina Carolina Castro Aldana;EYN - NOC Clientes Especiales;RRC0023;Empresas ? Extranet;;Resolved Successfully;9/07/2022;11/07/2022;0,158333333;;;ESTRATEGICA;Tocancip ;RRC0023;860032909;SM;40426;Empresas;CE;4;Incidente;0,158333333;Cumple;Prioridad 1;;;;NO;0;;No Aplica;SI;Cliente;IM1644564RRC0023;RRC0023incidentfailureConectividad LimitadaInstalaciones - Energ¡a;Cliente Energ¡a;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;1,383333333;860032909-7;;;;;;;R4. CENTRO;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;IP DATA EXTRANET DOMESTIC
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1644424;Incident;1 - Critical;Closed;3 - Evento;RRO0419 - BOGOTA LIDER BAHIA;;incident;failure;Conectividad Limitada;Instalaciones - Energ¡a;ECF4534C;;ECF4534C;EYN - NOC Clientes Especiales;ECF4534C;EYN - NOC Clientes Especiales;Lina Carolina Castro Aldana;EYN - NOC Clientes Especiales;rro0419;Empresas ? Extranet;;Resolved Successfully;8/07/2022;11/07/2022;0,091111111;;;ESTRATEGICA;Bogot ;rro0419_a9kortezal2_tengige0/1/0/2.4013;860032909;SM;40425;Empresas;CE;4;Incidente;0,091111111;Cumple;Prioridad 1;;;;NO;0;;No Aplica;NO;Cliente;IM1644424rro0419;rro0419incidentfailureConectividad LimitadaInstalaciones - Energ¡a;Cliente Energ¡a;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;1,483333333;79204941;;;;;;;R4. CENTRO;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos MPLS
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1644337;Incident;1 - Critical;Closed;3 - Evento;RRD0002 - SOGAMOSO COLLOCATION CREDIBANCO;;incident;failure;Conectividad Limitada;Fibra - Ruptura;ECF4534C;;ECF4534C;EYN - NOC Clientes Especiales;ECF4534C;EYN - NOC Clientes Especiales;Lina Carolina Castro Aldana;EYN - NOC Clientes Especiales;RRD0002;Empresas ? Extranet;;Resolved Successfully;8/07/2022;11/07/2022;0,285277778;;;ESTRATEGICA;Tocancip ;RRD0002;860032909;SM;40424;Empresas;CE;4;Incidente;0,285277778;Cumple;Prioridad 1;;;;NO;0;;NO;SI;Claro;IM1644337RRD0002;RRD0002incidentfailureConectividad LimitadaFibra - Ruptura;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;15,41666667;860032909-0;;;;;;INC6751550;R4. CENTRO;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;NOC IP RAN;No Tiene;;IP DATA EXTRANET DOMESTIC
